"","age","rate","value"
"1","75_to_79",958.5,8633
"2","65_to_69",579.5,7839
"3","55_to_59",631.4,12166
"4","30_to_34",675.3,13055
"5","50_to_54",689.6,12684
"6","40_to_44",596.1,11023
"7","15_to_19",462.3,7949
"8","0_to_4",141.4,2394
"9","70_to_74",612.6,8148
"10","25_to_29",736,13194
"11","10_to_14",193.7,3511
"12","45_to_49",701.3,11923
"13","90+",3680.4,6118
"14","80_to_84",1530.9,9728
"15","5_to_9",143.1,2589
"16","35_to_39",621,11803
"17","85_to_89",2411.3,8460
"18","20_to_24",778,12352
"19","60_to_64",648.4,9903
