"","age","rate","value"
"1","50_to_54",469.5,8635
"2","65_to_69",458.6,6204
"3","70_to_74",521.9,6942
"4","55_to_59",446.3,8600
"5","85_to_89",2266.8,7953
"6","0_to_4",50.4,853
"7","30_to_34",361.7,6992
"8","20_to_24",254,4033
"9","75_to_79",862.9,7772
"10","15_to_19",103.1,1772
"11","40_to_44",363.3,6718
"12","60_to_64",487.2,7440
"13","10_to_14",58.2,1054
"14","5_to_9",51,922
"15","45_to_49",457.2,7773
"16","25_to_29",353.6,6339
"17","90+",3474.6,5776
"18","35_to_39",344.9,6555
"19","80_to_84",1419,9017
