"","age","rate","value"
"1","45_to_49",2582.3,43904
"2","5_to_9",694.5,12568
"3","0_to_4",686,11615
"4","40_to_44",2268,41937
"5","35_to_39",2380.2,45237
"6","80_to_84",2674.6,16996
"7","75_to_79",1935.7,17435
"8","90+",5606,9319
"9","85_to_89",3903.4,13695
"10","10_to_14",1222.5,22157
"11","55_to_59",2247.2,43302
"12","20_to_24",3755.4,59625
"13","60_to_64",2163.8,33047
"14","15_to_19",2845.4,48926
"15","30_to_34",2596.5,50193
"16","25_to_29",2918.1,52313
"17","65_to_69",1666.2,22541
"18","50_to_54",2572.8,47322
"19","70_to_74",1513.1,20127
