"","age","rate","value"
"1","20_to_24",9461.6,150224
"2","70_to_74",3606.7,47975
"3","30_to_34",8227.4,159046
"4","55_to_59",6424.5,123795
"5","75_to_79",4285.8,38603
"6","50_to_54",7494.9,137854
"7","25_to_29",8862.2,158875
"8","80_to_84",5507.7,34999
"9","90+",12221.9,20317
"10","10_to_14",3956.1,71704
"11","35_to_39",7738.8,147079
"12","15_to_19",6454.2,110977
"13","45_to_49",7869.5,133797
"14","65_to_69",4316.5,58394
"15","85_to_89",8189.3,28732
"16","0_to_4",2472.2,41859
"17","5_to_9",2596,46978
"18","60_to_64",6051,92413
"19","40_to_44",7297.7,134943
