"","age","rate","value"
"1","55_to_59",2207.3,42534
"2","60_to_64",2126.5,32476
"3","30_to_34",2547.6,49249
"4","80_to_84",2633.1,16732
"5","25_to_29",2865.9,51377
"6","45_to_49",2529.1,42999
"7","10_to_14",1173,21260
"8","65_to_69",1638.7,22169
"9","40_to_44",2214.3,40944
"10","35_to_39",2332.7,44334
"11","0_to_4",668.1,11313
"12","5_to_9",669.2,12110
"13","15_to_19",2797.3,48099
"14","85_to_89",3845.8,13493
"15","50_to_54",2521,46368
"16","75_to_79",1908.2,17187
"17","70_to_74",1491.6,19840
"18","20_to_24",3708.2,58875
"19","90+",5525.9,9186
