age,value,rate
0_to_4,201,248.6
5_to_9,191,171.1
10_to_14,264,294.7
15_to_19,1657,1880.7
20_to_24,2015,2425.3
25_to_29,1774,1846.8
30_to_34,1567,1540.5
35_to_39,1561,1614.5
40_to_44,1554,1661.9
45_to_49,1746,2032.7
50_to_54,2004,1962.9
55_to_59,1811,1600
60_to_64,1115,1126.8
65_to_69,568,607
70_to_74,515,555.9
75_to_79,568,844.2
80_to_84,656,1310.2
85_to_89,723,2225.8
90+,788,3783.9
