"","age","rate","value"
"1","70_to_74",774.7,11227
"2","25_to_29",2449.2,41517
"3","50_to_54",1932.7,36268
"4","40_to_44",1705.4,32139
"5","85_to_89",2722.3,14399
"6","10_to_14",623,10752
"7","80_to_84",1648.8,13264
"8","90+",4519.2,15864
"9","45_to_49",2000.3,34287
"10","55_to_59",1597.8,31644
"11","15_to_19",2634.8,43074
"12","75_to_79",1079.5,11227
"13","0_to_4",403.1,6476
"14","20_to_24",3263.4,49033
"15","5_to_9",330.2,6145
"16","60_to_64",1346,21329
"17","30_to_34",2041.8,38147
"18","35_to_39",1773.6,33829
"19","65_to_69",868.9,12546
