"","age","rate","value"
"1","60_to_64",2159,34212
"2","80_to_84",2274.8,18300
"3","90+",5968.3,20951
"4","30_to_34",3328.4,62184
"5","5_to_9",654,12171
"6","75_to_79",1578.6,16417
"7","35_to_39",2972.1,56689
"8","85_to_89",3631.7,19209
"9","10_to_14",1310.9,22622
"10","55_to_59",2549.5,50493
"11","0_to_4",712.8,11450
"12","65_to_69",1400.8,20226
"13","45_to_49",3257.9,55843
"14","40_to_44",2828,53295
"15","15_to_19",3757.2,61423
"16","25_to_29",3904.3,66184
"17","50_to_54",3100.4,58180
"18","20_to_24",4873,73218
"19","70_to_74",1217.7,17646
