"","age","rate","value"
"1","65_to_69",3635.1,52488
"2","25_to_29",10730.9,181904
"3","60_to_64",5736.7,90904
"4","85_to_89",7763.6,41064
"5","35_to_39",8515,162415
"6","40_to_44",7929.5,149433
"7","0_to_4",2294.2,36854
"8","5_to_9",2164.9,40290
"9","45_to_49",8654.8,148352
"10","10_to_14",3816.3,65859
"11","15_to_19",7718,126173
"12","75_to_79",3636.7,37821
"13","30_to_34",9459.3,176727
"14","80_to_84",4969.6,39978
"15","50_to_54",8163.7,153194
"16","90+",13099.4,45984
"17","20_to_24",11768.6,176825
"18","70_to_74",3005.7,43558
"19","55_to_59",6702.9,132753
