age,value,rate
0_to_4,562,663.5
5_to_9,556,525.2
10_to_14,880,934.1
15_to_19,2477,2671.7
20_to_24,3332,3731.2
25_to_29,2696,2535.2
30_to_34,2471,2319.3
35_to_39,2205,2290.5
40_to_44,2111,2309.2
45_to_49,2387,2853.1
50_to_54,2462,2538.7
55_to_59,2503,2332.9
60_to_64,1700,1810.4
65_to_69,1156,1305.3
70_to_74,1110,1281.2
75_to_79,1115,1873.9
80_to_84,997,2511.3
85_to_89,776,3626.8
90+,561,5788.9
