age,value,rate
0_to_4,161,199.2
5_to_9,140,125.4
10_to_14,201,224.4
15_to_19,1108,1257.6
20_to_24,1689,2033
25_to_29,1553,1616.7
30_to_34,1394,1370.5
35_to_39,1372,1419
40_to_44,1374,1469.4
45_to_49,1568,1825.5
50_to_54,1814,1776.8
55_to_59,1604,1417.1
60_to_64,1008,1018.7
65_to_69,498,532.2
70_to_74,453,488.9
75_to_79,523,777.3
80_to_84,597,1192.4
85_to_89,679,2090.4
90+,739,3548.6
