"","age","rate","value"
"1","20_to_24",185,2938
"2","70_to_74",489.3,6509
"3","15_to_19",65.1,1120
"4","80_to_84",1345.8,8552
"5","85_to_89",2161,7582
"6","55_to_59",402.1,7748
"7","0_to_4",30.8,521
"8","5_to_9",31.6,571
"9","75_to_79",820,7386
"10","30_to_34",289,5586
"11","90+",3330.2,5536
"12","45_to_49",399.3,6789
"13","10_to_14",35.8,649
"14","65_to_69",418.1,5656
"15","40_to_44",303.4,5610
"16","60_to_64",445.4,6802
"17","25_to_29",282.5,5064
"18","35_to_39",278.5,5293
"19","50_to_54",418.6,7699
