"","age","rate","value"
"1","90+",4336.7,7209
"2","5_to_9",343.1,6208
"3","65_to_69",1039.3,14060
"4","0_to_4",375.5,6358
"5","75_to_79",1354.5,12200
"6","60_to_64",1296.8,19805
"7","50_to_54",1514.5,27857
"8","15_to_19",1921.5,33039
"9","70_to_74",991.3,13186
"10","55_to_59",1337.9,25781
"11","45_to_49",1511,25690
"12","10_to_14",585.9,10620
"13","25_to_29",1762,31588
"14","80_to_84",1974.2,12545
"15","20_to_24",2467.1,39170
"16","40_to_44",1309.7,24217
"17","30_to_34",1548.8,29941
"18","35_to_39",1406.7,26736
"19","85_to_89",2959.1,10382
