"","age","rate","value"
"1","85_to_89",6226.9,32936
"2","40_to_44",6344.3,119561
"3","20_to_24",9608.9,144375
"4","80_to_84",4000.5,32182
"5","65_to_69",2882.2,41617
"6","90+",10351.6,36338
"7","70_to_74",2396.5,34730
"8","60_to_64",4500.7,71318
"9","75_to_79",2915.4,30319
"10","5_to_9",1685.1,31360
"11","45_to_49",6967.8,119435
"12","55_to_59",5301.9,105006
"13","0_to_4",1685.8,27081
"14","50_to_54",6492,121823
"15","25_to_29",8584,145511
"16","15_to_19",6642.6,108593
"17","30_to_34",7450.2,139192
"18","35_to_39",6723.5,128244
"19","10_to_14",3204.7,55305
