age,value,rate
0_to_4,214,252.7
5_to_9,195,184.2
10_to_14,318,337.6
15_to_19,1214,1309.4
20_to_24,1445,1618.1
25_to_29,1228,1154.8
30_to_34,1117,1048.4
35_to_39,1033,1073.1
40_to_44,974,1065.5
45_to_49,1101,1316
50_to_54,1160,1196.1
55_to_59,1230,1146.4
60_to_64,831,885
65_to_69,572,645.9
70_to_74,614,708.7
75_to_79,676,1136.1
80_to_84,619,1559.2
85_to_89,499,2332.2
90+,354,3652.9
