"","age","rate","value"
"1","5_to_9",152.1,2753
"2","45_to_49",745.3,12671
"3","65_to_69",603,8157
"4","25_to_29",798.3,14312
"5","10_to_14",214.2,3883
"6","20_to_24",907,14400
"7","55_to_59",667,12852
"8","30_to_34",728.3,14078
"9","40_to_44",633.7,11718
"10","50_to_54",733.5,13492
"11","0_to_4",154.8,2621
"12","80_to_84",1552.9,9868
"13","85_to_89",2440.4,8562
"14","90+",3714,6174
"15","35_to_39",667.3,12683
"16","60_to_64",684,10446
"17","15_to_19",609.8,10486
"18","70_to_74",629.7,8376
"19","75_to_79",976.6,8796
