n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
73,1,.93969542,.64193684,.29775858,Barking and Dagenham,08jun2020
56,1,.60112685,.71195966,-.1108328,Barking and Dagenham,22may2020
49,1,.46167397,.72162962,-.25995561,Barking and Dagenham,15may2020
30,1,.85099852,.74410349,.10689501,Barking and Dagenham,26apr2020
81,1,.7676239,.70986646,.057757419,Barking and Dagenham,16jun2020
29,1,.83937472,.75576043,.083614282,Barking and Dagenham,25apr2020
19,1,.51389891,.74102849,-.22712959,Barking and Dagenham,15apr2020
82,1,.68859464,.65175688,.036837772,Barking and Dagenham,17jun2020
4,1,.99432647,1.0640684,-.069741927,Barking and Dagenham,31mar2020
31,1,.84005845,.72965342,.11040501,Barking and Dagenham,27apr2020
47,1,.51044232,.67458159,-.16413929,Barking and Dagenham,13may2020
13,1,.68249005,.85924053,-.17675047,Barking and Dagenham,09apr2020
25,1,.62539494,.77460217,-.1492072,Barking and Dagenham,21apr2020
63,1,.71410739,.76679933,-.05269191,Barking and Dagenham,29may2020
53,1,.46294352,.73216629,-.2692228,Barking and Dagenham,19may2020
87,1,.16957745,.16593657,.0036408803,Barking and Dagenham,22jun2020
28,1,.8060264,.76499009,.041036319,Barking and Dagenham,24apr2020
80,1,.8230322,.73626894,.086763285,Barking and Dagenham,15jun2020
26,1,.69095832,.77527118,-.084312886,Barking and Dagenham,22apr2020
12,1,.70800388,.88373101,-.17572711,Barking and Dagenham,08apr2020
45,1,.56193054,.63511664,-.073186129,Barking and Dagenham,11may2020
27,1,.75443995,.77183849,-.017398538,Barking and Dagenham,23apr2020
18,1,.5359984,.74533921,-.20934083,Barking and Dagenham,14apr2020
1,1,1.3052992,1.3714819,-.06618271,Barking and Dagenham,28mar2020
43,1,.59112787,.62286985,-.031741999,Barking and Dagenham,09may2020
67,1,.85783339,.65259898,.20523444,Barking and Dagenham,02jun2020
76,1,.87664515,.67573637,.20090878,Barking and Dagenham,11jun2020
61,2,.58383763,.63674372,-.052906092,Barnet,27may2020
77,2,.58851767,.77315569,-.18463805,Barnet,12jun2020
14,2,.65280962,.75111884,-.098309219,Barnet,10apr2020
48,2,.70066559,.65263635,.048029222,Barnet,14may2020
45,2,.71782529,.68533313,.032492183,Barnet,11may2020
18,2,.70303088,.72161442,-.018583558,Barnet,14apr2020
10,2,.61123186,.79998875,-.1887569,Barnet,06apr2020
54,2,.73146886,.69261068,.038858186,Barnet,20may2020
59,2,.56465024,.66369647,-.099046201,Barnet,25may2020
46,2,.70432758,.66934544,.034982171,Barnet,12may2020
21,2,.72005951,.72173679,-.0016772833,Barnet,17apr2020
34,2,.60653257,.60126305,.0052695554,Barnet,30apr2020
52,2,.75411522,.67566848,.078446746,Barnet,18may2020
25,2,.71217716,.69725019,.014926984,Barnet,21apr2020
55,2,.69435221,.69452393,-.00017174649,Barnet,21may2020
88,2,.049086422,.082258202,-.03317178,Barnet,23jun2020
80,2,.48869607,.68337464,-.1946786,Barnet,15jun2020
12,2,.62249488,.77350461,-.15100971,Barnet,08apr2020
3,2,.97377133,1.1399701,-.16619873,Barnet,30mar2020
44,2,.73524064,.70449352,.030747108,Barnet,10may2020
31,2,.61164814,.620179,-.0085308403,Barnet,27apr2020
57,2,.61222279,.68563485,-.073412083,Barnet,23may2020
33,2,.60165024,.60023183,.0014184196,Barnet,29apr2020
30,2,.62691092,.63426143,-.0073505268,Barnet,26apr2020
6,2,.71804744,.91896117,-.20091371,Barnet,02apr2020
16,2,.68206561,.73154896,-.049483366,Barnet,12apr2020
67,2,.6458866,.72008216,-.074195549,Barnet,02jun2020
27,2,.68331957,.67182362,.011495951,Barnet,23apr2020
7,2,.67157537,.87625039,-.20467505,Barnet,03apr2020
69,2,.62933481,.81378239,-.18444757,Barnet,04jun2020
20,2,.71620727,.72168589,-.0054786038,Barnet,16apr2020
89,2,.023207355,.045361686,-.022154333,Barnet,24jun2020
58,2,.58142054,.67599231,-.094571747,Barnet,24may2020
53,2,.75290567,.68609792,.066807747,Barnet,19may2020
47,2,.69892436,.65830904,.040615339,Barnet,13may2020
42,2,.7560699,.73718065,.018889248,Barnet,08may2020
75,2,.60273367,.79945004,-.19671635,Barnet,10jun2020
86,2,.12727024,.20106731,-.073797084,Barnet,21jun2020
38,2,.6835885,.68714893,-.0035604197,Barnet,04may2020
19,2,.71045464,.72099233,-.010537681,Barnet,15apr2020
81,2,.43455681,.62334019,-.18878339,Barnet,16jun2020
60,2,.56541342,.64995605,-.084542632,Barnet,26may2020
17,2,.69378692,.72505307,-.031266153,Barnet,13apr2020
87,2,.082696848,.13421084,-.051513992,Barnet,22jun2020
35,2,.6171338,.6119265,.0052073039,Barnet,01may2020
49,2,.70850122,.65191197,.056589227,Barnet,15may2020
41,2,.74982989,.74160039,.0082294894,Barnet,07may2020
24,2,.71947509,.70737779,.012097298,Barnet,20apr2020
15,2,.66815203,.74049264,-.07234063,Barnet,11apr2020
40,2,.73367852,.73403919,-.00036068505,Barnet,06may2020
78,2,.56731421,.75568473,-.18837053,Barnet,13jun2020
56,2,.65204901,.69202435,-.039975323,Barnet,22may2020
71,2,.6139096,.85477996,-.24087039,Barnet,06jun2020
62,2,.61150658,.62679994,-.015293366,Barnet,28may2020
11,2,.61280996,.78550494,-.172695,Barnet,07apr2020
65,2,.65474021,.64596802,.0087721674,Barnet,31may2020
82,2,.37562248,.54760963,-.17198715,Barnet,17jun2020
72,2,.60990715,.85089087,-.24098375,Barnet,07jun2020
51,2,.74120128,.66444427,.076756991,Barnet,17may2020
66,2,.65144843,.67670441,-.025255995,Barnet,01jun2020
70,2,.62052286,.84330118,-.22277831,Barnet,05jun2020
8,2,.6394195,.84371847,-.20429897,Barnet,04apr2020
5,2,.78201723,.97507346,-.19305621,Barnet,01apr2020
1,2,1.2502495,1.3787881,-.12853865,Barnet,28mar2020
79,2,.53390712,.7270093,-.1931022,Barnet,14jun2020
68,2,.6385535,.76945448,-.13090101,Barnet,03jun2020
76,2,.59893882,.78567755,-.18673871,Barnet,11jun2020
23,2,.72247005,.71476531,.0077047567,Barnet,19apr2020
74,2,.60474718,.81728369,-.21253653,Barnet,09jun2020
26,2,.6996997,.68486029,.014839412,Barnet,22apr2020
43,2,.7501322,.72334731,.026784882,Barnet,09may2020
32,2,.60298854,.60760015,-.0046116258,Barnet,28apr2020
28,2,.66510129,.65954083,.0055604726,Barnet,24apr2020
73,2,.60713959,.83645594,-.22931634,Barnet,08jun2020
50,2,.72336149,.65593427,.067427225,Barnet,16may2020
85,2,.18365106,.2806755,-.097024456,Barnet,20jun2020
63,2,.63613492,.62337726,.012757673,Barnet,29may2020
4,2,.8668946,1.0480787,-.18118402,Barnet,31mar2020
39,2,.71072698,.71456105,-.0038340644,Barnet,05may2020
2,2,1.1018443,1.2504137,-.1485693,Barnet,29mar2020
9,2,.61973339,.81884831,-.19911495,Barnet,05apr2020
36,2,.6338886,.63158685,.0023017318,Barnet,02may2020
83,2,.31305301,.46032879,-.14727579,Barnet,18jun2020
29,2,.64576858,.64746028,-.0016916742,Barnet,25apr2020
64,2,.6509344,.62896395,.021970462,Barnet,30may2020
13,2,.63693547,.76231319,-.12537768,Barnet,09apr2020
22,2,.72233611,.71957147,.002764645,Barnet,18apr2020
84,2,.24752501,.3689388,-.12141381,Barnet,19jun2020
37,2,.65667647,.65784621,-.0011697324,Barnet,03may2020
90,2,.0062907459,.021762492,-.015471747,Barnet,25jun2020
63,3,.88491106,.7374416,.14746945,Barnsley,29may2020
88,3,.092979915,.068061531,.024918383,Barnsley,23jun2020
14,3,.86591673,.90537685,-.03946013,Barnsley,10apr2020
29,3,.83720112,.83940822,-.0022070738,Barnsley,25apr2020
48,3,.74809492,.68528473,.062810197,Barnsley,14may2020
72,3,.94629842,.77086782,.1754306,Barnsley,07jun2020
17,3,.90868682,.89727604,.011410789,Barnsley,13apr2020
10,3,.95669752,.91237873,.04431881,Barnsley,06apr2020
67,3,.88870418,.76202649,.12667772,Barnsley,02jun2020
79,3,.5949344,.52852982,.066404574,Barnsley,14jun2020
56,3,.75932813,.81162739,-.052299283,Barnsley,22may2020
19,3,.92877007,.89475119,.034018859,Barnsley,15apr2020
1,3,1.5531459,1.4254508,.12769502,Barnsley,28mar2020
77,3,.7836675,.61295092,.17071655,Barnsley,12jun2020
85,3,.22787142,.22260624,.0052651768,Barnsley,20jun2020
42,3,.82988411,.8522132,-.022329081,Barnsley,08may2020
58,3,.7793138,.82886213,-.049548335,Barnsley,24may2020
54,3,.77949268,.75475127,.024741424,Barnsley,20may2020
70,3,.90094304,.79394817,.10699488,Barnsley,05jun2020
2,3,1.4655585,1.2974236,.1681349,Barnsley,29mar2020
38,3,.97897226,.96767163,.011300637,Barnsley,04may2020
21,3,.918998,.89316189,.025836084,Barnsley,17apr2020
32,3,.8556574,.84769666,.0079607302,Barnsley,28apr2020
64,3,.89127278,.73134589,.15992689,Barnsley,30may2020
87,3,.13609535,.11196935,.024125995,Barnsley,22jun2020
16,3,.89130688,.8994115,-.0081046084,Barnsley,12apr2020
26,3,.85756636,.86958164,-.012015272,Barnsley,22apr2020
61,3,.85211897,.77282053,.079298437,Barnsley,27may2020
55,3,.76504552,.78577739,-.020731885,Barnsley,21may2020
23,3,.89418,.88782895,.00635103,Barnsley,19apr2020
80,3,.50493401,.48356113,.021372875,Barnsley,15jun2020
49,3,.7845183,.67600638,.10851192,Barnsley,15may2020
36,3,.94904894,.95641732,-.0073684119,Barnsley,02may2020
39,3,.96885794,.95186263,.016995324,Barnsley,05may2020
86,3,.18230832,.16495427,.017354034,Barnsley,21jun2020
3,3,1.3907803,1.1886585,.20212185,Barnsley,30mar2020
76,3,.86860275,.65114379,.21745898,Barnsley,11jun2020
40,3,.93736941,.92480999,.01255944,Barnsley,06may2020
4,3,1.3251462,1.1002668,.22487935,Barnsley,31mar2020
35,3,.92206317,.93119419,-.0091309855,Barnsley,01may2020
50,3,.81216967,.67437512,.13779454,Barnsley,16may2020
71,3,.92227799,.78683764,.13544033,Barnsley,06jun2020
37,3,.97035438,.96945131,.00090304512,Barnsley,03may2020
74,3,.96115398,.71914595,.24200803,Barnsley,09jun2020
65,3,.89311558,.73403203,.15908355,Barnsley,31may2020
45,3,.70899236,.74854553,-.039553188,Barnsley,11may2020
52,3,.81546479,.69904298,.11642184,Barnsley,18may2020
20,3,.92684966,.8942728,.032576881,Barnsley,16apr2020
13,3,.86669135,.90837568,-.041684333,Barnsley,09apr2020
57,3,.764283,.82696623,-.062683217,Barnsley,23may2020
82,3,.35799509,.38911253,-.031117447,Barnsley,17jun2020
69,3,.88882023,.79114747,.097672753,Barnsley,04jun2020
34,3,.89547497,.89982164,-.0043466422,Barnsley,30apr2020
51,3,.82254368,.68199605,.14054762,Barnsley,17may2020
12,3,.88123393,.91011059,-.028876666,Barnsley,08apr2020
46,3,.70271599,.72211599,-.019400014,Barnsley,12may2020
78,3,.6893931,.57185656,.11753654,Barnsley,13jun2020
22,3,.90735042,.89103222,.016318215,Barnsley,18apr2020
27,3,.84880376,.8594265,-.010622737,Barnsley,23apr2020
18,3,.92260945,.89560813,.027001297,Barnsley,14apr2020
84,3,.26862475,.28053516,-.011910415,Barnsley,19jun2020
31,3,.84346479,.83586651,.0075982693,Barnsley,27apr2020
24,3,.88089627,.883564,-.0026677034,Barnsley,20apr2020
6,3,1.2054412,.98336977,.22207147,Barnsley,02apr2020
62,3,.87179673,.75177723,.12001948,Barnsley,28may2020
5,3,1.2651035,1.0324482,.23265533,Barnsley,01apr2020
25,3,.86826795,.87776285,-.0094948979,Barnsley,21apr2020
33,3,.87306941,.86996037,.0031090348,Barnsley,29apr2020
83,3,.30846903,.33669719,-.028228175,Barnsley,18jun2020
15,3,.87554812,.90209717,-.026549015,Barnsley,11apr2020
41,3,.88771063,.89013702,-.0024263677,Barnsley,07may2020
9,3,1.0139401,.91752642,.096413657,Barnsley,05apr2020
81,3,.42407948,.43737304,-.013293578,Barnsley,16jun2020
44,3,.73450816,.77955008,-.045041908,Barnsley,10may2020
68,3,.88602257,.77932882,.10669374,Barnsley,03jun2020
60,3,.8280822,.79681653,.031265695,Barnsley,26may2020
7,3,1.1426961,.95007026,.1926259,Barnsley,03apr2020
43,3,.77616835,.81459498,-.038426626,Barnsley,09may2020
11,3,.91136956,.91085881,.00051075197,Barnsley,07apr2020
8,3,1.0776926,.92919892,.14849369,Barnsley,04apr2020
47,3,.7170276,.70079958,.016228015,Barnsley,13may2020
66,3,.8920387,.74515384,.14688483,Barnsley,01jun2020
90,3,.022506209,.014841248,.0076649608,Barnsley,25jun2020
53,3,.79819328,.72427952,.073913731,Barnsley,19may2020
89,3,.053999525,.035523728,.018475797,Barnsley,24jun2020
30,3,.83739471,.83402205,.0033726869,Barnsley,26apr2020
59,3,.80222547,.81757104,-.015345554,Barnsley,25may2020
75,3,.93066889,.68650448,.24416438,Barnsley,10jun2020
28,3,.84160256,.84876037,-.0071577886,Barnsley,24apr2020
73,3,.96292359,.74781191,.21511167,Barnsley,08jun2020
52,4,.62697834,.46422023,.16275811,Bath and North East Somerset,18may2020
69,4,.056724645,.4658986,-.40917397,Bath and North East Somerset,04jun2020
65,4,.22140491,.55655217,-.33514726,Bath and North East Somerset,31may2020
41,4,.65896362,.62273484,.036228791,Bath and North East Somerset,07may2020
8,4,.89652669,1.0415707,-.14504397,Bath and North East Somerset,04apr2020
6,4,1.0766532,1.1357963,-.059143096,Bath and North East Somerset,02apr2020
25,4,.52931172,.55621368,-.026901964,Bath and North East Somerset,21apr2020
12,4,.70566797,.92369264,-.21802469,Bath and North East Somerset,08apr2020
16,4,.65337861,.77654308,-.12316445,Bath and North East Somerset,12apr2020
37,4,.63281828,.6128965,.019921785,Bath and North East Somerset,03may2020
11,4,.73458654,.94968039,-.21509385,Bath and North East Somerset,07apr2020
46,4,.56487614,.56108606,.0037901055,Bath and North East Somerset,12may2020
62,4,.36459064,.63494921,-.27035859,Bath and North East Somerset,28may2020
23,4,.53258067,.57144046,-.038859807,Bath and North East Somerset,19apr2020
20,4,.57910275,.62885565,-.049752876,Bath and North East Somerset,16apr2020
40,4,.66333854,.62316465,.040173877,Bath and North East Somerset,06may2020
82,4,0,.1969799,-.1969799,Bath and North East Somerset,17jun2020
22,4,.54225707,.58591568,-.043658596,Bath and North East Somerset,18apr2020
29,4,.55886823,.57269228,-.013824053,Bath and North East Somerset,25apr2020
53,4,.64613903,.47282284,.1733162,Bath and North East Somerset,19may2020
54,4,.65711868,.49122775,.16589092,Bath and North East Somerset,20may2020
85,4,0,.10668287,-.10668287,Bath and North East Somerset,20jun2020
61,4,.41876736,.649288,-.23052062,Bath and North East Somerset,27may2020
36,4,.60986573,.60892069,.00094503327,Bath and North East Somerset,02may2020
90,4,0,.010183169,-.010183169,Bath and North East Somerset,25jun2020
15,4,.66625404,.82005721,-.15380314,Bath and North East Somerset,11apr2020
31,4,.55537599,.59292006,-.037544042,Bath and North East Somerset,27apr2020
80,4,0,.24010414,-.24010414,Bath and North East Somerset,15jun2020
47,4,.55652595,.539599,.016926918,Bath and North East Somerset,13may2020
26,4,.53686434,.55419642,-.017332098,Bath and North East Somerset,22apr2020
13,4,.68765444,.89489806,-.20724362,Bath and North East Somerset,09apr2020
48,4,.55393803,.5168941,.037043948,Bath and North East Somerset,14may2020
81,4,0,.22150961,-.22150961,Bath and North East Somerset,16jun2020
35,4,.58632261,.60591388,-.019591285,Bath and North East Somerset,01may2020
76,4,0,.28863329,-.28863329,Bath and North East Somerset,11jun2020
57,4,.62731308,.58643723,.040875871,Bath and North East Somerset,23may2020
38,4,.65011358,.61702365,.033089947,Bath and North East Somerset,04may2020
59,4,.53128558,.64100122,-.10971565,Bath and North East Somerset,25may2020
5,4,1.1825533,1.1988875,-.016334197,Bath and North East Somerset,01apr2020
18,4,.6216464,.69317853,-.071532153,Bath and North East Somerset,14apr2020
3,4,1.4150996,1.3605123,.054587416,Bath and North East Somerset,30mar2020
87,4,0,.049575381,-.049575381,Bath and North East Somerset,22jun2020
4,4,1.2954874,1.2735603,.021927088,Bath and North East Somerset,31mar2020
79,4,0,.25369892,-.25369892,Bath and North East Somerset,14jun2020
58,4,.58384472,.61811662,-.034271915,Bath and North East Somerset,24may2020
34,4,.56869239,.60404301,-.035350598,Bath and North East Somerset,30apr2020
89,4,0,.018511115,-.018511115,Bath and North East Somerset,24jun2020
55,4,.66062355,.51814896,.14247459,Bath and North East Somerset,21may2020
30,4,.55743307,.58380568,-.026372585,Bath and North East Somerset,26apr2020
63,4,.31439075,.61208755,-.29769683,Bath and North East Somerset,29may2020
1,4,1.667924,1.5713131,.096610866,Bath and North East Somerset,28mar2020
7,4,.97999084,1.083769,-.10377813,Bath and North East Somerset,03apr2020
27,4,.54771727,.55628502,-.0085677598,Bath and North East Somerset,23apr2020
49,4,.55815059,.49511439,.063036196,Bath and North East Somerset,15may2020
70,4,.026340999,.44333091,-.41698989,Bath and North East Somerset,05jun2020
10,4,.77538419,.97638208,-.20099787,Bath and North East Somerset,06apr2020
56,4,.65318477,.55133915,.1018456,Bath and North East Somerset,22may2020
19,4,.60157442,.65811223,-.056537807,Bath and North East Somerset,15apr2020
72,4,.00029308224,.38660419,-.38631111,Bath and North East Somerset,07jun2020
73,4,0,.35603094,-.35603094,Bath and North East Somerset,08jun2020
77,4,0,.2757619,-.2757619,Bath and North East Somerset,12jun2020
28,4,.55623662,.56261384,-.0063771904,Bath and North East Somerset,24apr2020
88,4,0,.030724069,-.030724069,Bath and North East Somerset,23jun2020
64,4,.26765615,.58480954,-.31715336,Bath and North East Somerset,30may2020
17,4,.63842165,.73320991,-.094788224,Bath and North East Somerset,13apr2020
2,4,1.5400994,1.4597235,.080375902,Bath and North East Somerset,29mar2020
66,4,.1748912,.53020698,-.3553158,Bath and North East Somerset,01jun2020
51,4,.60058045,.46618795,.13439251,Bath and North East Somerset,17may2020
32,4,.55509359,.59902936,-.043935802,Bath and North East Somerset,28apr2020
67,4,.13121253,.50703794,-.37582541,Bath and North East Somerset,02jun2020
74,4,0,.32780641,-.32780641,Bath and North East Somerset,09jun2020
50,4,.57412773,.47735646,.09677127,Bath and North East Somerset,16may2020
86,4,0,.075738348,-.075738348,Bath and North East Somerset,21jun2020
60,4,.47522682,.65165943,-.17643259,Bath and North East Somerset,26may2020
45,4,.5796088,.58047146,-.00086268294,Bath and North East Somerset,11may2020
68,4,.092194624,.48618796,-.39399335,Bath and North East Somerset,03jun2020
43,4,.62537527,.61021715,.015158121,Bath and North East Somerset,09may2020
39,4,.66038489,.6207782,.039606687,Bath and North East Somerset,05may2020
14,4,.67648333,.86035269,-.18386933,Bath and North East Somerset,10apr2020
33,4,.55889249,.60226941,-.043376904,Bath and North East Somerset,29apr2020
21,4,.55805409,.60515964,-.047105573,Bath and North East Somerset,17apr2020
83,4,0,.16879396,-.16879396,Bath and North East Somerset,18jun2020
84,4,0,.13846493,-.13846493,Bath and North East Somerset,19jun2020
75,4,0,.30528289,-.30528289,Bath and North East Somerset,10jun2020
44,4,.60071999,.59714168,.0035782852,Bath and North East Somerset,10may2020
42,4,.64649034,.6187278,.027762508,Bath and North East Somerset,08may2020
9,4,.82866472,1.0064465,-.17778175,Bath and North East Somerset,05apr2020
71,4,.0069586746,.41644973,-.40949103,Bath and North East Somerset,06jun2020
78,4,0,.26482144,-.26482144,Bath and North East Somerset,13jun2020
24,4,.5280962,.56191647,-.033820245,Bath and North East Somerset,20apr2020
62,5,1.0165993,.90070766,.11589163,Bedford,28may2020
84,5,.067564286,.21598317,-.14841889,Bedford,19jun2020
68,5,1.0324875,.77360749,.25888002,Bedford,03jun2020
47,5,.88792175,.83488113,.05304065,Bedford,13may2020
37,5,1.0261974,1.0024806,.023716787,Bedford,03may2020
32,5,.80042315,.80095464,-.00053149246,Bedford,28apr2020
29,5,.7460357,.75823241,-.012196717,Bedford,25apr2020
40,5,1.1072198,1.0073276,.099892281,Bedford,06may2020
74,5,.70737773,.60465097,.10272675,Bedford,09jun2020
46,5,.92395192,.84712213,.076829769,Bedford,12may2020
15,5,.86699682,.82404506,.042951744,Bedford,11apr2020
87,5,.0073736962,.07929597,-.071922272,Bedford,22jun2020
28,5,.73861444,.75906599,-.020451553,Bedford,24apr2020
63,5,1.0393113,.90137148,.13793981,Bedford,29may2020
12,5,.89080322,.83152735,.059275895,Bedford,08apr2020
10,5,.9321866,.83692348,.095263116,Bedford,06apr2020
88,5,.0023256401,.047065377,-.044739738,Bedford,23jun2020
78,5,.41685978,.43676955,-.019909764,Bedford,13jun2020
7,5,1.0415742,.89256567,.14900856,Bedford,03apr2020
51,5,.81931341,.8398869,-.020573521,Bedford,17may2020
16,5,.86589247,.81573641,.050156035,Bedford,12apr2020
43,5,1.046634,.92021799,.12641594,Bedford,09may2020
57,5,.93499488,.83898896,.096005939,Bedford,23may2020
83,5,.10520457,.25870112,-.15349656,Bedford,18jun2020
23,5,.77914178,.75243831,.026703458,Bedford,19apr2020
59,5,.96547925,.85960931,.10586993,Bedford,25may2020
30,5,.75716311,.76293695,-.0057738381,Bedford,26apr2020
22,5,.80008662,.75118822,.04889838,Bedford,18apr2020
49,5,.83435673,.82987899,.004477717,Bedford,15may2020
19,5,.85202152,.77180302,.080218509,Bedford,15apr2020
1,5,1.5287983,1.3729732,.15582517,Bedford,28mar2020
58,5,.95138389,.84626293,.10512095,Bedford,24may2020
17,5,.86500162,.80301195,.06198965,Bedford,13apr2020
36,5,.97724247,.97268522,.0045572482,Bedford,02may2020
56,5,.91545081,.83715731,.07829351,Bedford,22may2020
66,5,1.068379,.83969086,.2286882,Bedford,01jun2020
64,5,1.0585189,.89088994,.16762896,Bedford,30may2020
61,5,.99627924,.89138371,.10489551,Bedford,27may2020
77,5,.49172348,.47909224,.012631247,Bedford,12jun2020
54,5,.8679927,.84124988,.026742823,Bedford,20may2020
70,5,.95095205,.71190739,.23904467,Bedford,05jun2020
6,5,1.0924902,.93015546,.16233473,Bedford,02apr2020
14,5,.87090284,.8286497,.042253111,Bedford,10apr2020
81,5,.21013318,.32733974,-.11720655,Bedford,16jun2020
69,5,.99712121,.74245501,.25466618,Bedford,04jun2020
60,5,.97969091,.87635642,.10333451,Bedford,26may2020
9,5,.96237451,.8473193,.1150552,Bedford,05apr2020
31,5,.77455461,.77631807,-.0017634467,Bedford,27apr2020
86,5,.017934814,.12081388,-.10287906,Bedford,21jun2020
26,5,.73593765,.76319301,-.027255371,Bedford,22apr2020
53,5,.84532231,.84310049,.0022218109,Bedford,19may2020
79,5,.34355867,.39748585,-.053927172,Bedford,14jun2020
33,5,.83558202,.83764046,-.0020584378,Bedford,29apr2020
39,5,1.0959101,1.0193428,.076567292,Bedford,05may2020
80,5,.27406666,.36105201,-.086985342,Bedford,15jun2020
27,5,.73442018,.76192647,-.027506264,Bedford,23apr2020
82,5,.15294088,.29478133,-.14184043,Bedford,17jun2020
13,5,.87867486,.8308965,.047778368,Bedford,09apr2020
71,5,.89673704,.68291819,.21381886,Bedford,06jun2020
65,5,1.0688485,.86934114,.19950734,Bedford,31may2020
11,5,.90833896,.83246779,.075871192,Bedford,07apr2020
8,5,.99875206,.86543113,.13332094,Bedford,04apr2020
72,5,.83715922,.65734351,.17981571,Bedford,07jun2020
3,5,1.3145312,1.1385311,.17600015,Bedford,30mar2020
