"","age","rate","value"
"1","70_to_74",3543.4,47132
"2","10_to_14",3696.7,67001
"3","65_to_69",4227.2,57185
"4","75_to_79",4216.1,37975
"5","80_to_84",5419.6,34439
"6","0_to_4",2350.9,39806
"7","20_to_24",9196.1,146008
"8","5_to_9",2426.2,43905
"9","60_to_64",5899.1,90093
"10","85_to_89",8055.3,28262
"11","55_to_59",6252.1,120473
"12","35_to_39",7453.1,141650
"13","30_to_34",7937.1,153433
"14","90+",12022.8,19986
"15","45_to_49",7629.6,129719
"16","15_to_19",6199.6,106599
"17","25_to_29",8581.6,153844
"18","50_to_54",7274.2,133794
"19","40_to_44",7041.4,130203
