age,value,rate
0_to_4,349,431.7
5_to_9,322,288.5
10_to_14,496,553.7
15_to_19,2591,2940.8
20_to_24,3086,3714.4
25_to_29,2596,2702.5
30_to_34,2331,2291.7
35_to_39,2273,2350.9
40_to_44,2211,2364.6
45_to_49,2512,2924.5
50_to_54,2733,2677
55_to_59,2446,2161
60_to_64,1525,1541.1
65_to_69,810,865.6
70_to_74,725,782.5
75_to_79,750,1114.7
80_to_84,834,1665.7
85_to_89,887,2730.7
90+,975,4681.9
