"","age","rate","value"
"1","60_to_64",2091.1,33135
"2","10_to_14",1223.2,21109
"3","85_to_89",3524.1,18640
"4","80_to_84",2205.3,17741
"5","45_to_49",3143.2,53878
"6","70_to_74",1180.2,17103
"7","35_to_39",2863.7,54622
"8","75_to_79",1533.9,15952
"9","20_to_24",4749.8,71366
"10","5_to_9",613.4,11415
"11","15_to_19",3657.6,59794
"12","30_to_34",3215,60066
"13","40_to_44",2721.1,51280
"14","90+",5789.4,20323
"15","0_to_4",683.5,10980
"16","25_to_29",3788.2,64216
"17","65_to_69",1361.1,19653
"18","50_to_54",3006.9,56425
"19","55_to_59",2472.1,48960
