"","age","rate","value"
"1","20_to_24",3659.8,58108
"2","25_to_29",2816.2,50486
"3","5_to_9",645.1,11673
"4","60_to_64",2090.2,31923
"5","85_to_89",3786.5,13285
"6","40_to_44",2165.9,40049
"7","75_to_79",1880.7,16940
"8","65_to_69",1610.1,21782
"9","30_to_34",2500.7,48342
"10","35_to_39",2288.4,43492
"11","70_to_74",1465.1,19488
"12","15_to_19",2751.6,47312
"13","0_to_4",652.7,11052
"14","50_to_54",2471.7,45461
"15","45_to_49",2478.3,42136
"16","55_to_59",2167.8,41771
"17","80_to_84",2592.6,16475
"18","10_to_14",1126.6,20419
"19","90+",5458,9073
