"","age","rate","value"
"1","15_to_19",1819.2,31280
"2","45_to_49",1391.1,23651
"3","55_to_59",1231.1,23722
"4","25_to_29",1626,29149
"5","30_to_34",1423.2,27513
"6","70_to_74",938.3,12481
"7","0_to_4",344.7,5836
"8","50_to_54",1392.8,25618
"9","10_to_14",534.5,9687
"10","65_to_69",971.8,13146
"11","40_to_44",1205.1,22284
"12","20_to_24",2302,36549
"13","80_to_84",1904.8,12104
"14","90+",4227.2,7027
"15","85_to_89",2867.6,10061
"16","35_to_39",1292.5,24564
"17","60_to_64",1201,18342
"18","5_to_9",317.5,5746
"19","75_to_79",1295.6,11670
