"","age","rate","value"
"1","45_to_49",650.7,11153
"2","40_to_44",512.7,9662
"3","25_to_29",660.7,11200
"4","65_to_69",314.6,4543
"5","0_to_4",41.6,668
"6","35_to_39",488.2,9311
"7","10_to_14",53.8,928
"8","30_to_34",567,10594
"9","20_to_24",504.4,7579
"10","60_to_64",479.8,7603
"11","90+",3345.2,11743
"12","15_to_19",147.2,2406
"13","55_to_59",556.4,11019
"14","50_to_54",651.4,12223
"15","80_to_84",1100,8849
"16","70_to_74",347,5029
"17","75_to_79",616.5,6411
"18","5_to_9",42.8,797
"19","85_to_89",1963.4,10385
