"","age","rate","value"
"1","15_to_19",73.7,1268
"2","80_to_84",1375.9,8743
"3","90+",3383.2,5624
"4","0_to_4",35,593
"5","60_to_64",458.8,7007
"6","20_to_24",201.3,3196
"7","65_to_69",431.6,5839
"8","70_to_74",500.6,6659
"9","50_to_54",434.9,7999
"10","5_to_9",36.1,653
"11","10_to_14",41.4,751
"12","25_to_29",302.2,5417
"13","40_to_44",319.6,5910
"14","55_to_59",416.1,8017
"15","75_to_79",836.2,7532
"16","30_to_34",309.6,5985
"17","35_to_39",297.2,5649
"18","85_to_89",2204.1,7733
"19","45_to_49",416.7,7085
