age,value,rate
0_to_4,352,415.6
5_to_9,309,291.9
10_to_14,498,528.6
15_to_19,1882,2029.9
20_to_24,2274,2546.5
25_to_29,1767,1661.6
30_to_34,1639,1538.3
35_to_39,1465,1521.8
40_to_44,1381,1510.7
45_to_49,1529,1827.6
50_to_54,1612,1662.2
55_to_59,1695,1579.8
60_to_64,1134,1207.7
65_to_69,777,877.3
70_to_74,775,894.5
75_to_79,823,1383.1
80_to_84,713,1795.9
85_to_89,586,2738.8
90+,396,4086.3
