age,value,rate
0_to_4,420,519.5
5_to_9,407,364.6
10_to_14,654,730.1
15_to_19,2916,3309.6
20_to_24,3589,4319.9
25_to_29,3090,3216.8
30_to_34,2791,2743.9
35_to_39,2680,2771.8
40_to_44,2588,2767.8
45_to_49,2894,3369.3
50_to_54,3212,3146.2
55_to_59,2847,2515.3
60_to_64,1784,1802.9
65_to_69,965,1031.2
70_to_74,882,952
75_to_79,879,1306.4
80_to_84,982,1961.3
85_to_89,1039,3198.7
90+,1135,5450.2
