"","age","rate","value"
"1","90+",7177.6,25196
"2","0_to_4",956.4,15364
"3","75_to_79",1891.6,19672
"4","20_to_24",5806,87236
"5","30_to_34",4227.8,78988
"6","50_to_54",3840.4,72066
"7","60_to_64",2636.7,41781
"8","15_to_19",4546.8,74331
"9","10_to_14",1999.8,34512
"10","55_to_59",3118.9,61771
"11","65_to_69",1700.1,24549
"12","25_to_29",4874.6,82632
"13","80_to_84",2716.6,21854
"14","5_to_9",980.9,18254
"15","85_to_89",4335,22929
"16","45_to_49",4127.7,70753
"17","35_to_39",3839.5,73234
"18","70_to_74",1459.3,21148
"19","40_to_44",3679.5,69342
