"","age","rate","value"
"1","90+",3440.6,12078
"2","30_to_34",635.1,11865
"3","5_to_9",58.6,1091
"4","15_to_19",200.5,3277
"5","65_to_69",336.5,4859
"6","75_to_79",635.3,6607
"7","45_to_49",703.6,12060
"8","20_to_24",602.9,9059
"9","70_to_74",363.7,5271
"10","35_to_39",542.5,10347
"11","60_to_64",512.1,8115
"12","50_to_54",696.7,13074
"13","10_to_14",72.7,1255
"14","55_to_59",591.1,11706
"15","0_to_4",61.4,987
"16","40_to_44",564.4,10637
"17","80_to_84",1131.8,9105
"18","85_to_89",2021.4,10692
"19","25_to_29",745.1,12630
