"","age","rate","value"
"1","65_to_69",303.4,4381
"2","75_to_79",606.3,6305
"3","5_to_9",35.8,666
"4","90+",3303.1,11595
"5","45_to_49",628.7,10776
"6","20_to_24",472.8,7104
"7","25_to_29",630,10680
"8","70_to_74",338.7,4909
"9","10_to_14",45.4,784
"10","80_to_84",1082.7,8710
"11","60_to_64",466.3,7389
"12","35_to_39",466.3,8894
"13","55_to_59",541.2,10718
"14","40_to_44",490.6,9246
"15","15_to_19",133.5,2182
"16","50_to_54",632.1,11862
"17","30_to_34",540.4,10096
"18","0_to_4",34.3,551
"19","85_to_89",1937.3,10247
