"","age","rate","value"
"1","70_to_74",1373.6,18271
"2","80_to_84",2458.1,15620
"3","40_to_44",1998.1,36947
"4","85_to_89",3600.7,12633
"5","65_to_69",1503.3,20337
"6","45_to_49",2289,38918
"7","55_to_59",2011.2,38755
"8","75_to_79",1776.8,16004
"9","30_to_34",2324.7,44939
"10","10_to_14",968.5,17553
"11","90+",5201.7,8647
"12","20_to_24",3466.1,55032
"13","25_to_29",2640.2,47332
"14","35_to_39",2125.2,40390
"15","50_to_54",2295.3,42217
"16","60_to_64",1944.2,29693
"17","15_to_19",2579,44345
"18","5_to_9",563.5,10197
"19","0_to_4",590.9,10006
