"","age","rate","value"
"1","0_to_4",13.1,211
"2","5_to_9",5.1,94
"3","60_to_64",179.1,2838
"4","45_to_49",224.7,3851
"5","90+",1049.2,3683
"6","80_to_84",477.7,3843
"7","20_to_24",103.8,1559
"8","25_to_29",196.4,3329
"9","10_to_14",7,121
"10","55_to_59",192.6,3815
"11","30_to_34",178.3,3332
"12","35_to_39",151.9,2898
"13","50_to_54",224.9,4221
"14","75_to_79",296.4,3083
"15","85_to_89",748.9,3961
"16","15_to_19",20.4,333
"17","70_to_74",175.3,2540
"18","65_to_69",142.6,2059
"19","40_to_44",166.5,3138
