"","age","rate","value"
"1","20_to_24",9253.3,146916
"2","85_to_89",8093.5,28396
"3","30_to_34",8003.8,154723
"4","70_to_74",3561.4,47372
"5","50_to_54",7327.1,134766
"6","25_to_29",8644.2,154966
"7","75_to_79",4237.1,38164
"8","35_to_39",7512.7,142783
"9","45_to_49",7682.9,130625
"10","5_to_9",2446.1,44265
"11","65_to_69",4249.7,57490
"12","80_to_84",5445.1,34601
"13","15_to_19",6233.9,107189
"14","90+",12090.8,20099
"15","55_to_59",6295.6,121311
"16","10_to_14",3724.1,67499
"17","40_to_44",7095.1,131196
"18","0_to_4",2373.9,40196
"19","60_to_64",5939.3,90707
