"","age","rate","value"
"1","35_to_39",492.2,9354
"2","45_to_49",582.8,9908
"3","80_to_84",1483.3,9426
"4","10_to_14",119.5,2165
"5","5_to_9",106.3,1924
"6","90+",3606.4,5995
"7","15_to_19",270.5,4651
"8","70_to_74",567.2,7545
"9","0_to_4",100.2,1696
"10","85_to_89",2344.9,8227
"11","75_to_79",912.9,8223
"12","65_to_69",520.5,7042
"13","20_to_24",532.2,8450
"14","30_to_34",536.5,10371
"15","60_to_64",568,8675
"16","40_to_44",489.7,9056
"17","55_to_59",534.4,10297
"18","50_to_54",577.7,10625
"19","25_to_29",565.7,10141
