"","age","rate","value"
"1","0_to_4",31.4,532
"2","15_to_19",66.6,1145
"3","65_to_69",420.6,5690
"4","25_to_29",286,5127
"5","85_to_89",2170.4,7615
"6","40_to_44",306.4,5666
"7","75_to_79",824,7422
"8","70_to_74",491.6,6539
"9","30_to_34",293.1,5666
"10","60_to_64",448.4,6848
"11","20_to_24",187.8,2981
"12","5_to_9",32.7,591
"13","10_to_14",36.7,665
"14","55_to_59",404.2,7789
"15","80_to_84",1350.2,8580
"16","90+",3341.1,5554
"17","50_to_54",422.1,7764
"18","45_to_49",402.5,6844
"19","35_to_39",282.4,5368
