age,value,rate
0_to_4,127,149.9
5_to_9,105,99.2
10_to_14,175,185.8
15_to_19,438,472.4
20_to_24,749,838.7
25_to_29,815,766.4
30_to_34,757,710.5
35_to_39,730,758.3
40_to_44,650,711
45_to_49,774,925.2
50_to_54,825,850.7
55_to_59,873,813.7
60_to_64,597,635.8
65_to_69,419,473.1
70_to_74,501,578.3
75_to_79,553,929.4
80_to_84,541,1362.7
85_to_89,438,2047.1
90+,325,3353.6
