"","age","rate","value"
"1","55_to_59",247.4,4767
"2","20_to_24",63.2,1003
"3","85_to_89",1389.2,4874
"4","0_to_4",19.3,327
"5","60_to_64",286.6,4377
"6","10_to_14",9.2,166
"7","35_to_39",141.4,2687
"8","50_to_54",252.5,4644
"9","15_to_19",18.6,320
"10","90+",1994.2,3315
"11","70_to_74",343.3,4567
"12","65_to_69",284.7,3852
"13","80_to_84",910.2,5784
"14","30_to_34",136.3,2635
"15","40_to_44",167.9,3105
"16","5_to_9",7.7,140
"17","75_to_79",580.3,5227
"18","45_to_49",230.3,3916
"19","25_to_29",128.6,2305
