"","age","rate","value"
"1","90+",3614.2,6008
"2","25_to_29",572.9,10271
"3","35_to_39",497.6,9457
"4","50_to_54",581.7,10699
"5","55_to_59",538.9,10385
"6","20_to_24",541.7,8601
"7","45_to_49",589.2,10017
"8","15_to_19",276.1,4747
"9","70_to_74",569.6,7576
"10","85_to_89",2352,8252
"11","5_to_9",109,1973
"12","75_to_79",916.4,8254
"13","40_to_44",494.9,9151
"14","60_to_64",571.7,8731
"15","65_to_69",522.4,7067
"16","10_to_14",124.2,2251
"17","80_to_84",1485.7,9441
"18","0_to_4",101.8,1724
"19","30_to_34",542.6,10489
