"","age","rate","value"
"1","75_to_79",773.3,8042
"2","5_to_9",162.2,3018
"3","70_to_74",491.5,7123
"4","65_to_69",513.3,7412
"5","90+",3832.3,13453
"6","10_to_14",274.4,4735
"7","45_to_49",1159.1,19868
"8","60_to_64",791.2,12537
"9","15_to_19",1422.4,23254
"10","35_to_39",990.5,18893
"11","85_to_89",2252.9,11916
"12","80_to_84",1297.6,10439
"13","20_to_24",1771.4,26616
"14","55_to_59",934.4,18506
"15","50_to_54",1133,21261
"16","40_to_44",966.3,18211
"17","0_to_4",197.7,3176
"18","30_to_34",1147.3,21434
"19","25_to_29",1400.2,23736
