"","age","rate","value"
"1","70_to_74",352.5,5108
"2","60_to_64",489.2,7752
"3","10_to_14",59.6,1029
"4","55_to_59",566.7,11224
"5","20_to_24",530,7964
"6","30_to_34",584.8,10926
"7","5_to_9",47.3,880
"8","45_to_49",665.9,11414
"9","15_to_19",163.9,2679
"10","25_to_29",683.4,11584
"11","35_to_39",502.6,9586
"12","75_to_79",622.1,6470
"13","85_to_89",1979.9,10472
"14","0_to_4",46.5,747
"15","40_to_44",527.1,9933
"16","80_to_84",1109.8,8928
"17","90+",3373.7,11843
"18","50_to_54",664.9,12477
"19","65_to_69",321.4,4641
