"","age","rate","value"
"1","15_to_19",5410.8,88455
"2","60_to_64",3351.4,53106
"3","70_to_74",1810.3,26235
"4","85_to_89",4969.9,26287
"5","30_to_34",5577.5,104204
"6","25_to_29",6396.8,108435
"7","10_to_14",2594.8,44780
"8","35_to_39",5089.2,97072
"9","65_to_69",2154.6,31111
"10","20_to_24",7286.6,109482
"11","5_to_9",1303.1,24251
"12","90+",8210.2,28821
"13","75_to_79",2259.5,23498
"14","45_to_49",5334.3,91436
"15","40_to_44",4851,91418
"16","50_to_54",4914.8,92228
"17","80_to_84",3170.1,25502
"18","0_to_4",1280.5,20570
"19","55_to_59",3972.8,78683
