"","age","rate","value"
"1","25_to_29",10382.6,175999
"2","80_to_84",4832.5,38875
"3","55_to_59",6476.4,128267
"4","35_to_39",8208.3,156565
"5","45_to_49",8384,143711
"6","0_to_4",2184.8,35097
"7","50_to_54",7894.4,148140
"8","40_to_44",7670.9,144560
"9","30_to_34",9123,170444
"10","10_to_14",3714.1,64096
"11","20_to_24",11425.5,171670
"12","65_to_69",3512.7,50722
"13","85_to_89",7541.9,39891
"14","5_to_9",2077.6,38665
"15","60_to_64",5537.2,87742
"16","90+",12716,44638
"17","15_to_19",7539.4,123254
"18","70_to_74",2910.7,42181
"19","75_to_79",3528.1,36691
