"","age","rate","value"
"1","35_to_39",331.6,6302
"2","70_to_74",516.6,6871
"3","55_to_59",438.7,8453
"4","15_to_19",93.5,1608
"5","0_to_4",45.9,777
"6","45_to_49",445.3,7571
"7","90+",3458.4,5749
"8","20_to_24",236.6,3757
"9","65_to_69",452.2,6117
"10","80_to_84",1409.9,8959
"11","40_to_44",349.8,6469
"12","30_to_34",347.4,6716
"13","85_to_89",2255.7,7914
"14","10_to_14",53.1,963
"15","5_to_9",46.3,838
"16","75_to_79",858.1,7729
"17","25_to_29",338.4,6067
"18","50_to_54",460,8460
"19","60_to_64",479.8,7327
