age,value,rate
0_to_4,427,504.1
5_to_9,389,367.4
10_to_14,653,693.1
15_to_19,2154,2323.3
20_to_24,2767,3098.5
25_to_29,2143,2015.2
30_to_34,1982,1860.3
35_to_39,1767,1835.5
40_to_44,1702,1861.8
45_to_49,1881,2248.3
50_to_54,1974,2035.5
55_to_59,2046,1906.9
60_to_64,1360,1448.3
65_to_69,925,1044.4
70_to_74,908,1048.1
75_to_79,927,1557.9
80_to_84,816,2055.4
85_to_89,641,2995.9
90+,466,4808.6
