"","age","rate","value"
"1","80_to_84",1398.2,8885
"2","15_to_19",83.5,1435
"3","40_to_44",335.4,6201
"4","70_to_74",510.2,6787
"5","65_to_69",443.2,5996
"6","75_to_79",849.1,7648
"7","45_to_49",433.1,7363
"8","25_to_29",320,5737
"9","5_to_9",41,742
"10","90+",3430.7,5703
"11","0_to_4",39.8,674
"12","30_to_34",330.5,6389
"13","85_to_89",2237.1,7849
"14","50_to_54",448.1,8241
"15","10_to_14",47.9,869
"16","60_to_64",470.4,7184
"17","35_to_39",315.4,5995
"18","55_to_59",428.1,8249
"19","20_to_24",219,3477
