"","age","rate","value"
"1","25_to_29",835.9,14170
"2","85_to_89",2053.4,10861
"3","5_to_9",70.9,1319
"4","40_to_44",605.1,11403
"5","75_to_79",649.1,6751
"6","0_to_4",76.3,1226
"7","10_to_14",88.7,1530
"8","60_to_64",541.4,8579
"9","30_to_34",692.8,12944
"10","35_to_39",589.6,11246
"11","80_to_84",1148.1,9236
"12","15_to_19",266.4,4355
"13","50_to_54",739.5,13876
"14","45_to_49",747.9,12819
"15","20_to_24",717.3,10778
"16","70_to_74",375.1,5436
"17","90+",3501.9,12293
"18","55_to_59",623.4,12347
"19","65_to_69",352.7,5093
