"","age","rate","value"
"1","70_to_74",354.5,5137
"2","75_to_79",624.9,6499
"3","0_to_4",48.9,785
"4","15_to_19",170.1,2780
"5","5_to_9",49.2,916
"6","35_to_39",510.5,9738
"7","20_to_24",540.7,8124
"8","85_to_89",1989.7,10524
"9","45_to_49",673.7,11548
"10","55_to_59",571.9,11326
"11","40_to_44",534.5,10073
"12","10_to_14",61.8,1067
"13","80_to_84",1113.8,8960
"14","25_to_29",692.2,11734
"15","90+",3386.8,11889
"16","65_to_69",324.1,4680
"17","50_to_54",670.6,12583
"18","60_to_64",493.2,7816
"19","30_to_34",593.1,11081
