"","age","rate","value"
"1","60_to_64",3585.5,56816
"2","80_to_84",3314,26660
"3","75_to_79",2381.5,24767
"4","0_to_4",1368.4,21982
"5","40_to_44",5171.4,97456
"6","5_to_9",1391.3,25893
"7","15_to_19",5662.5,92570
"8","85_to_89",5171,27351
"9","25_to_29",6841.4,115971
"10","70_to_74",1932.8,28010
"11","55_to_59",4242,84015
"12","45_to_49",5676.7,97305
"13","20_to_24",7732,116175
"14","50_to_54",5242.6,98379
"15","90+",8514.7,29890
"16","35_to_39",5445.1,103860
"17","65_to_69",2310.6,33363
"18","10_to_14",2737.5,47242
"19","30_to_34",5970.1,111538
