"","age","rate","value"
"1","65_to_69",3807.6,54980
"2","20_to_24",12411.3,186481
"3","85_to_89",8042.5,42539
"4","55_to_59",7070.4,140032
"5","60_to_64",6049.7,95864
"6","15_to_19",8233.1,134594
"7","50_to_54",8622.3,161800
"8","30_to_34",10123.7,189140
"9","25_to_29",11382.1,192942
"10","10_to_14",4250.2,73348
"11","45_to_49",9156.1,156945
"12","90+",13534.7,47512
"13","80_to_84",5140.9,41356
"14","35_to_39",9126.9,174086
"15","40_to_44",8444.9,159146
"16","70_to_74",3130.6,45368
"17","5_to_9",2427.8,45183
"18","0_to_4",2505.1,40242
"19","75_to_79",3771.8,39226
