"","age","rate","value"
"1","45_to_49",6891.3,117165
"2","60_to_64",5315.3,81178
"3","35_to_39",6648.8,126364
"4","0_to_4",2040.2,34545
"5","15_to_19",5782.9,99434
"6","85_to_89",7443.6,26116
"7","40_to_44",6313.6,116746
"8","70_to_74",3250.4,43235
"9","10_to_14",3415.8,61910
"10","55_to_59",5639.5,108670
"11","90+",11047.1,18364
"12","5_to_9",2170.2,39273
"13","75_to_79",3881.4,34960
"14","25_to_29",7768.4,139265
"15","20_to_24",8420.3,133690
"16","30_to_34",7097.6,137205
"17","50_to_54",6569.3,120829
"18","65_to_69",3838.2,51923
"19","80_to_84",5015.3,31870
