"","age","rate","value"
"1","45_to_49",1933.5,32874
"2","25_to_29",2243.9,40227
"3","0_to_4",488.5,8271
"4","55_to_59",1698,32720
"5","20_to_24",3016,47886
"6","65_to_69",1292.7,17487
"7","5_to_9",449.7,8137
"8","70_to_74",1199,15949
"9","85_to_89",3289.4,11541
"10","15_to_19",2260.2,38863
"11","80_to_84",2228.6,14162
"12","40_to_44",1684.8,31154
"13","75_to_79",1582.5,14254
"14","30_to_34",1969.9,38080
"15","35_to_39",1794.8,34112
"16","10_to_14",771.2,13977
"17","60_to_64",1654,25261
"18","50_to_54",1938.2,35650
"19","90+",4780,7946
