"","age","rate","value"
"1","60_to_64",379.4,6012
"2","15_to_19",79.6,1302
"3","70_to_74",279.7,4053
"4","30_to_34",415.2,7757
"5","0_to_4",20.2,325
"6","85_to_89",1569.8,8303
"7","65_to_69",245.6,3547
"8","10_to_14",21.4,370
"9","55_to_59",437,8655
"10","50_to_54",511.6,9600
"11","40_to_44",386.7,7287
"12","80_to_84",891.7,7173
"13","45_to_49",503.8,8636
"14","20_to_24",330.3,4963
"15","35_to_39",359.8,6863
"16","25_to_29",480.1,8138
"17","90+",2639.9,9267
"18","75_to_79",502.1,5222
"19","5_to_9",14.9,277
