age,value,rate
0_to_4,322,380.2
5_to_9,277,261.7
10_to_14,458,486.2
15_to_19,1760,1898.3
20_to_24,2070,2318
25_to_29,1628,1530.9
30_to_34,1530,1436
35_to_39,1350,1402.3
40_to_44,1278,1398
45_to_49,1424,1702.1
50_to_54,1516,1563.2
55_to_59,1559,1453
60_to_64,1068,1137.4
65_to_69,717,809.6
70_to_74,739,853
75_to_79,779,1309.2
80_to_84,688,1733
85_to_89,566,2645.4
90+,391,4034.7
