"","age","rate","value"
"1","0_to_4",78,1253
"2","30_to_34",700.1,13079
"3","50_to_54",744.1,13964
"4","35_to_39",594.8,11345
"5","5_to_9",72.1,1341
"6","15_to_19",273.4,4469
"7","60_to_64",545.1,8638
"8","10_to_14",90.3,1558
"9","85_to_89",2056.4,10877
"10","65_to_69",354.7,5122
"11","80_to_84",1151.1,9260
"12","40_to_44",610,11495
"13","20_to_24",731.2,10986
"14","45_to_49",752.7,12902
"15","70_to_74",376.4,5454
"16","25_to_29",845.9,14339
"17","90+",3509,12318
"18","55_to_59",626.6,12411
"19","75_to_79",651.1,6771
