age,rate,value
0_to_4,2208,1785
5_to_9,1680.8,1876
10_to_14,3108,2784
15_to_19,7702.1,6786
20_to_24,12088.2,10043
25_to_29,10084.4,9687
30_to_34,8892.3,9045
35_to_39,8565.8,8282
40_to_44,8173.9,7643
45_to_49,9787.6,8407
50_to_54,8929.2,9116
55_to_59,7230.4,8184
60_to_64,5740.1,5680
65_to_69,3438.8,3218
70_to_74,3051.3,2827
75_to_79,3785.5,2547
80_to_84,5276.8,2642
85_to_89,7915.2,2571
90+,13013.2,2710
