age,value,rate
0_to_4,221,260.9
5_to_9,203,191.8
10_to_14,330,350.3
15_to_19,1310,1413
20_to_24,1521,1703.2
25_to_29,1264,1188.6
30_to_34,1151,1080.3
35_to_39,1068,1109.4
40_to_44,1002,1096.1
45_to_49,1140,1362.6
50_to_54,1190,1227.1
55_to_59,1262,1176.2
60_to_64,849,904.2
65_to_69,590,666.2
70_to_74,630,727.2
75_to_79,684,1149.5
80_to_84,631,1589.4
85_to_89,504,2355.6
90+,358,3694.1
