"","age","rate","value"
"1","30_to_34",1357.3,26238
"2","45_to_49",1327.7,22574
"3","55_to_59",1173.2,22607
"4","35_to_39",1231.4,23403
"5","15_to_19",1754.6,30169
"6","85_to_89",2814.3,9874
"7","50_to_54",1325.8,24385
"8","60_to_64",1149.9,17561
"9","90+",4178.4,6946
"10","10_to_14",505.4,9161
"11","40_to_44",1148.6,21239
"12","20_to_24",2204.3,34998
"13","25_to_29",1552.8,27838
"14","80_to_84",1863.9,11844
"15","0_to_4",327,5536
"16","75_to_79",1256.5,11317
"17","5_to_9",301.9,5464
"18","70_to_74",906.5,12058
"19","65_to_69",934.4,12641
