age,rate,value
0_to_4,1955.2,1656
5_to_9,1732.4,1834
10_to_14,2785.3,2624
15_to_19,5455.5,5058
20_to_24,8414.3,7514
25_to_29,6557.1,6973
30_to_34,6152.4,6555
35_to_39,6051.9,5826
40_to_44,5930.1,5421
45_to_49,7000.8,5857
50_to_54,6529.2,6332
55_to_59,5705,6121
60_to_64,4815.8,4522
65_to_69,3386.3,2999
70_to_74,3118.8,2702
75_to_79,3835.2,2282
80_to_84,5032.6,1998
85_to_89,6552.6,1402
90+,10091.8,978
