"","age","rate","value"
"1","10_to_14",72.9,1322
"2","0_to_4",66.9,1133
"3","30_to_34",412.3,7970
"4","80_to_84",1439.6,9148
"5","25_to_29",413.3,7409
"6","5_to_9",65.1,1178
"7","45_to_49",493.2,8385
"8","90+",3521.5,5854
"9","15_to_19",141.3,2430
"10","60_to_64",513.7,7845
"11","70_to_74",536,7130
"12","65_to_69",480,6494
"13","40_to_44",402,7433
"14","20_to_24",325.1,5161
"15","75_to_79",879.2,7919
"16","35_to_39",391.9,7448
"17","55_to_59",471.9,9094
"18","50_to_54",500.8,9211
"19","85_to_89",2294.1,8049
