"","age","rate","value"
"1","30_to_34",767.4,14835
"2","35_to_39",702.2,13346
"3","40_to_44",663.8,12274
"4","75_to_79",991.6,8931
"5","55_to_59",697.8,13446
"6","50_to_54",768.8,14140
"7","90+",3739.3,6216
"8","70_to_74",647.3,8610
"9","85_to_89",2460,8631
"10","0_to_4",167.3,2833
"11","20_to_24",1021.3,16215
"12","10_to_14",231.1,4189
"13","45_to_49",778.7,13239
"14","80_to_84",1571.5,9986
"15","25_to_29",850.3,15243
"16","60_to_64",710.4,10850
"17","15_to_19",738.1,12692
"18","5_to_9",159.4,2885
"19","65_to_69",623.2,8431
