"","age","rate","value"
"1","75_to_79",482.1,5014
"2","70_to_74",268.9,3897
"3","55_to_59",415.7,8234
"4","10_to_14",18.1,313
"5","65_to_69",235.5,3401
"6","80_to_84",854.1,6871
"7","60_to_64",361,5721
"8","25_to_29",453.2,7682
"9","85_to_89",1491.5,7889
"10","90+",2493.5,8753
"11","30_to_34",393.8,7357
"12","50_to_54",487.8,9154
"13","45_to_49",481.9,8260
"14","20_to_24",305.1,4584
"15","40_to_44",367.1,6918
"16","0_to_4",19.4,312
"17","15_to_19",72.7,1188
"18","5_to_9",12.4,231
"19","35_to_39",341,6505
