"","age","rate","value"
"1","40_to_44",445.4,8393
"2","45_to_49",578.6,9917
"3","20_to_24",411.4,6182
"4","80_to_84",1022.6,8226
"5","85_to_89",1831.8,9689
"6","35_to_39",419.1,7993
"7","75_to_79",570.3,5931
"8","65_to_69",279,4029
"9","10_to_14",32.7,565
"10","90+",3125.9,10973
"11","50_to_54",587.3,11021
"12","25_to_29",564.7,9573
"13","0_to_4",24.2,388
"14","30_to_34",486.1,9082
"15","5_to_9",24.5,456
"16","60_to_64",432.5,6853
"17","15_to_19",106.7,1744
"18","55_to_59",504.3,9987
"19","70_to_74",316.2,4583
