age,value,rate
0_to_4,200,236.1
5_to_9,183,172.9
10_to_14,301,319.5
15_to_19,1115,1202.6
20_to_24,1350,1511.8
25_to_29,1162,1092.7
30_to_34,1070,1004.3
35_to_39,995,1033.6
40_to_44,926,1013
45_to_49,1050,1255.1
50_to_54,1118,1152.8
55_to_59,1176,1096.1
60_to_64,800,852
65_to_69,546,616.5
70_to_74,597,689.1
75_to_79,658,1105.8
80_to_84,604,1521.4
85_to_89,490,2290.1
90+,350,3611.6
