age,rate,value
0_to_4,1934.6,1564
5_to_9,1503.4,1678
10_to_14,2801,2509
15_to_19,7091.5,6248
20_to_24,10837.6,9004
25_to_29,8962.2,8609
30_to_34,7935.7,8072
35_to_39,7696,7441
40_to_44,7417.8,6936
45_to_49,8791.1,7551
50_to_54,8021.2,8189
55_to_59,6459.2,7311
60_to_64,5129.7,5076
65_to_69,3048.8,2853
70_to_74,2722.1,2522
75_to_79,3318.8,2233
80_to_84,4593.8,2300
85_to_89,6803.8,2210
90+,10996.4,2290
