"","age","rate","value"
"1","35_to_39",5254.4,100223
"2","70_to_74",1864.3,27017
"3","45_to_49",5494.7,94184
"4","50_to_54",5065,95045
"5","5_to_9",1343.3,25000
"6","60_to_64",3459.3,54816
"7","40_to_44",4997.7,94183
"8","65_to_69",2226.3,32147
"9","75_to_79",2314.1,24066
"10","25_to_29",6603.7,111942
"11","55_to_59",4097.6,81154
"12","85_to_89",5058.3,26755
"13","20_to_24",7501.5,112711
"14","10_to_14",2661.2,45926
"15","30_to_34",5760,107613
"16","80_to_84",3235,26024
"17","15_to_19",5530,90404
"18","90+",8346.7,29300
"19","0_to_4",1320.4,21212
